kepid,kepoi_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
8120608,571.02,CANDIDATE,13.343002500,2.5700000e-05,-2.5700000e-05,1.55,0.22,0.06,0.534,0.014,-0.015,0.537,0.012,-0.013
8120608,571.04,CANDIDATE,22.407778330,7.3910000e-05,-7.3910000e-05,1.38,0.05,0.05,0.534,0.014,-0.015,0.537,0.012,-0.013
8120608,571.05,CANDIDATE,129.945392000,1.5560000e-03,-1.5560000e-03,1.43,0.14,0.25,0.534,0.014,-0.015,0.537,0.012,-0.013
8121310,317.02,CANDIDATE,11.505879000,2.2630000e-04,-2.2630000e-04,1.13,0.08,0.06,1.595,0.040,-0.041,1.494,0.070,-0.070
8121310,317.01,CANDIDATE,22.208095490,4.1410000e-05,-4.1410000e-05,3.43,0.10,0.09,1.595,0.040,-0.041,1.494,0.070,-0.070
8150320,904.01,CANDIDATE,2.211116989,2.6910000e-06,-2.6910000e-06,1.92,0.19,0.16,0.669,0.017,-0.017,0.682,0.028,-0.025
8150320,904.04,CANDIDATE,4.617490562,9.4500000e-06,-9.4500000e-06,1.68,0.21,0.13,0.669,0.017,-0.017,0.682,0.028,-0.025
8150320,904.05,CANDIDATE,10.198492550,3.2500000e-05,-3.2500000e-05,1.81,0.38,0.18,0.669,0.017,-0.017,0.682,0.028,-0.025
8150320,904.02,CANDIDATE,27.954133700,1.7270000e-04,-1.7270000e-04,1.97,0.12,0.07,0.669,0.017,-0.017,0.682,0.028,-0.025
8150320,904.03,CANDIDATE,42.140608900,3.1430000e-04,-3.1430000e-04,1.92,0.12,0.07,0.669,0.017,-0.017,0.682,0.028,-0.025
8158127,1015.02,CANDIDATE,4.088972990,2.1510000e-05,-2.1510000e-05,1.75,0.08,0.11,1.381,0.047,-0.048,1.081,0.078,-0.077
8158127,1015.01,CANDIDATE,9.428898840,2.3540000e-05,-2.3540000e-05,3.26,0.14,0.12,1.381,0.047,-0.048,1.081,0.078,-0.077
8158127,1015.03,CANDIDATE,16.997289400,1.2860000e-04,-1.2860000e-04,2.33,0.73,0.31,1.381,0.047,-0.048,1.081,0.078,-0.077
8164257,2073.02,CANDIDATE,6.475391080,2.1050000e-05,-2.1050000e-05,1.70,0.05,0.11,0.735,0.019,-0.019,0.770,0.032,-0.039
8164257,2073.03,CANDIDATE,16.858256090,6.0420000e-05,-6.0420000e-05,2.23,0.55,0.26,0.735,0.019,-0.019,0.770,0.032,-0.039
8164257,2073.01,CANDIDATE,49.500472500,3.3990000e-04,-3.3990000e-04,2.21,0.11,0.08,0.735,0.019,-0.019,0.770,0.032,-0.039
8167996,1867.01,CANDIDATE,2.549562652,3.7430000e-06,-3.7430000e-06,1.32,0.05,0.04,0.601,0.016,-0.016,0.589,0.013,-0.013
8167996,1867.03,CANDIDATE,5.212301710,1.3090000e-05,-1.3090000e-05,1.23,0.05,0.05,0.601,0.016,-0.016,0.589,0.013,-0.013
8167996,1867.02,CANDIDATE,13.969501810,2.1530000e-05,-2.1530000e-05,2.43,0.07,0.40,0.601,0.016,-0.016,0.589,0.013,-0.013
8168187,2209.01,CANDIDATE,18.302723500,1.4920000e-04,-1.4920000e-04,2.58,0.38,0.24,1.745,0.059,-0.059,0.962,0.061,-0.055
8168187,2209.02,CANDIDATE,35.502865000,1.0710000e-03,-1.0710000e-03,2.07,0.65,0.26,1.745,0.059,-0.059,0.962,0.061,-0.055
8193178,572.02,CANDIDATE,4.938831350,3.3120000e-05,-3.3120000e-05,1.82,0.47,0.11,1.558,0.058,-0.051,1.246,0.058,-0.078
8193178,572.01,CANDIDATE,10.640210080,2.6950000e-05,-2.6950000e-05,3.63,0.25,0.29,1.558,0.058,-0.051,1.246,0.058,-0.078
8212002,2593.02,CANDIDATE,9.553913400,1.5770000e-04,-1.5770000e-04,0.76,0.04,0.05,1.465,0.031,-0.030,1.312,0.052,-0.056
8212002,2593.01,CANDIDATE,14.796630600,1.2580000e-04,-1.2580000e-04,1.10,0.05,0.04,1.465,0.031,-0.030,1.312,0.052,-0.056
8216763,4838.01,CANDIDATE,13.296504400,4.0730000e-04,-4.0730000e-04,0.98,0.42,0.14,0.688,0.012,-0.013,0.697,0.027,-0.023
8216763,4838.03,CANDIDATE,24.072164700,4.5220000e-04,-4.5220000e-04,1.23,0.20,0.43,0.688,0.012,-0.013,0.697,0.027,-0.023
8218379,1920.02,CANDIDATE,10.138469100,1.9190000e-04,-1.9190000e-04,0.76,0.07,0.06,0.791,0.018,-0.017,0.838,0.034,-0.052
8218379,1920.01,CANDIDATE,16.570992650,4.0230000e-05,-4.0230000e-05,2.07,0.29,0.09,0.791,0.018,-0.017,0.838,0.034,-0.052
8222813,1069.02,CANDIDATE,2.466970390,6.2980000e-06,-6.2980000e-06,1.57,0.31,0.09,0.867,0.022,-0.021,0.912,0.039,-0.050
8222813,1069.01,CANDIDATE,8.704205250,1.3200000e-05,-1.3200000e-05,2.87,0.35,0.12,0.867,0.022,-0.021,0.912,0.039,-0.050
8226050,1910.02,CANDIDATE,18.384833100,2.6220000e-04,-2.6220000e-04,1.05,0.27,0.12,0.795,0.017,-0.017,0.826,0.037,-0.048
8226050,1910.01,CANDIDATE,34.268574100,1.1320000e-04,-1.1320000e-04,2.22,0.30,0.16,0.795,0.017,-0.017,0.826,0.037,-0.048
8226994,906.03,CANDIDATE,4.148107190,3.0530000e-05,-3.0530000e-05,0.98,0.07,0.06,0.763,0.021,-0.021,0.790,0.037,-0.044
8226994,906.01,CANDIDATE,7.156815520,1.2010000e-05,-1.2010000e-05,2.25,0.38,0.09,0.763,0.021,-0.021,0.790,0.037,-0.044
8226994,906.02,CANDIDATE,17.648308510,5.4990000e-05,-5.4990000e-05,2.22,0.45,0.17,0.763,0.021,-0.021,0.790,0.037,-0.044
8230616,1713.02,CANDIDATE,2.240486703,3.6660000e-06,-3.6660000e-06,1.37,0.03,0.07,0.642,0.012,-0.012,0.644,0.020,-0.016
8230616,1713.01,CANDIDATE,6.827781570,1.7440000e-05,-1.7440000e-05,1.50,0.05,0.05,0.642,0.012,-0.012,0.644,0.020,-0.016
8240797,1809.02,CANDIDATE,4.915385452,7.4850000e-06,-7.4850000e-06,1.51,0.22,0.05,0.987,0.019,-0.018,1.031,0.036,-0.050
8240797,1809.01,CANDIDATE,13.093909110,1.6100000e-05,-1.6100000e-05,2.28,0.04,0.27,0.987,0.019,-0.018,1.031,0.036,-0.050
8240904,1070.01,CANDIDATE,6.618363090,2.5290000e-05,-2.5290000e-05,2.52,0.15,0.13,1.094,0.055,-0.051,0.973,0.069,-0.067
8240904,1070.03,CANDIDATE,92.777790000,1.6530000e-02,-1.6530000e-02,2.06,0.19,0.33,1.094,0.055,-0.051,0.973,0.069,-0.067
8240904,1070.02,CANDIDATE,107.721409200,8.2830000e-04,-8.2830000e-04,4.02,0.25,0.20,1.094,0.055,-0.051,0.973,0.069,-0.067
8247638,907.03,CANDIDATE,4.790908090,2.2820000e-05,-2.2820000e-05,1.30,0.07,0.06,0.828,0.027,-0.026,0.879,0.036,-0.041
8247638,907.01,CANDIDATE,16.514109890,3.3870000e-05,-3.3870000e-05,2.60,0.09,0.12,0.828,0.027,-0.026,0.879,0.036,-0.041
8247638,907.02,CANDIDATE,30.132929800,1.0130000e-04,-1.0130000e-04,3.01,0.30,0.37,0.828,0.027,-0.026,0.879,0.036,-0.041
8247638,907.04,CANDIDATE,99.641596200,6.6370000e-04,-6.6370000e-04,2.52,0.13,0.11,0.828,0.027,-0.026,0.879,0.036,-0.041
8257205,1986.02,CANDIDATE,7.127664170,3.9860000e-05,-3.9860000e-05,1.18,0.07,0.06,0.802,0.019,-0.018,0.836,0.037,-0.049
8257205,1986.01,CANDIDATE,148.460181900,7.8020000e-04,-7.8020000e-04,3.53,0.48,0.42,0.802,0.019,-0.018,0.836,0.037,-0.049
8277797,1820.02,CANDIDATE,1.653889476,5.1070000e-06,-5.1070000e-06,0.91,0.05,0.03,0.825,0.015,-0.014,0.875,0.033,-0.046
8277797,1820.01,CANDIDATE,4.337220070,7.5880000e-06,-7.5880000e-06,1.53,0.06,0.04,0.825,0.015,-0.014,0.875,0.033,-0.046
8278685,4435.01,CANDIDATE,10.861416300,1.6160000e-04,-1.6160000e-04,1.89,0.08,0.43,1.910,0.046,-0.047,1.385,0.062,-0.075
8278685,4435.02,CANDIDATE,17.869375900,4.7030000e-04,-4.7030000e-04,1.53,0.07,0.14,1.910,0.046,-0.047,1.385,0.062,-0.075
8282651,2193.01,CANDIDATE,2.361724472,3.4920000e-06,-3.4920000e-06,1.47,0.07,0.06,0.623,0.016,-0.016,0.641,0.023,-0.023
8282651,2193.02,CANDIDATE,4.162887450,1.6840000e-05,-1.6840000e-05,1.26,0.46,0.04,0.623,0.016,-0.016,0.641,0.023,-0.023
8292840,260.01,CANDIDATE,10.495663030,2.6610000e-05,-2.6610000e-05,1.46,0.05,0.04,1.410,0.028,-0.027,1.116,0.070,-0.078
8292840,260.03,CANDIDATE,21.869657140,8.3090000e-05,-8.3090000e-05,1.64,0.30,0.06,1.410,0.028,-0.027,1.116,0.070,-0.078
8292840,260.02,CANDIDATE,100.283067500,2.6200000e-04,-2.6200000e-04,2.73,0.24,0.09,1.410,0.028,-0.027,1.116,0.070,-0.078
8320630,4846.01,CANDIDATE,19.254536000,3.1530000e-04,-3.1530000e-04,1.53,0.38,0.22,1.010,0.043,-0.041,1.030,0.051,-0.063
8320630,4846.02,CANDIDATE,32.526674000,9.0350000e-04,-9.0350000e-04,1.47,0.11,0.14,1.010,0.043,-0.041,1.030,0.051,-0.063
8331612,3318.01,CANDIDATE,13.835395900,2.7480000e-04,-2.7480000e-04,3.83,0.19,1.01,1.072,0.052,-0.052,1.032,0.071,-0.079
8331612,3318.02,CANDIDATE,25.697068800,7.0330000e-04,-7.0330000e-04,3.89,1.43,0.97,1.072,0.052,-0.052,1.032,0.071,-0.079
8344004,573.02,CANDIDATE,2.061908640,5.0130000e-06,-5.0130000e-06,1.55,0.05,0.10,1.035,0.030,-0.028,1.056,0.048,-0.060
8344004,573.01,CANDIDATE,5.996533443,8.3850000e-06,-8.3850000e-06,2.82,0.34,0.11,1.035,0.030,-0.028,1.056,0.048,-0.060
8355178,6178.01,CANDIDATE,13.032730100,1.5000000e-04,-1.5000000e-04,1.52,0.49,0.13,0.920,0.046,-0.043,0.940,0.054,-0.062
8355178,6178.02,CANDIDATE,33.814176000,1.0910000e-03,-1.0910000e-03,1.38,0.24,0.11,0.920,0.046,-0.043,0.940,0.054,-0.062
8355239,574.02,CANDIDATE,10.399861730,4.5160000e-05,-4.5160000e-05,1.38,0.18,0.16,0.762,0.016,-0.016,0.793,0.035,-0.045
8355239,574.01,CANDIDATE,20.134900070,3.5480000e-05,-3.5480000e-05,2.75,0.06,0.32,0.762,0.016,-0.016,0.793,0.035,-0.045
8394721,152.03,CANDIDATE,13.484576680,2.3000000e-05,-2.3000000e-05,3.39,0.11,0.09,1.325,0.035,-0.035,1.294,0.044,-0.052
8394721,152.02,CANDIDATE,27.402298590,5.1360000e-05,-5.1360000e-05,3.63,0.11,0.10,1.325,0.035,-0.035,1.294,0.044,-0.052
8394721,152.01,CANDIDATE,52.090816270,4.2060000e-05,-4.2060000e-05,7.14,0.19,0.19,1.325,0.035,-0.035,1.294,0.044,-0.052
8394721,152.04,CANDIDATE,81.063789500,4.0770000e-04,-4.0770000e-04,3.01,0.74,0.15,1.325,0.035,-0.035,1.294,0.044,-0.052
8395660,116.03,CANDIDATE,6.164876000,4.6350000e-05,-4.6350000e-05,0.81,0.29,0.05,1.036,0.024,-0.023,0.986,0.066,-0.068
8395660,116.01,CANDIDATE,13.570782810,1.5850000e-05,-1.5850000e-05,2.70,0.08,0.30,1.036,0.024,-0.023,0.986,0.066,-0.068
8395660,116.04,CANDIDATE,23.980085400,2.0030000e-04,-2.0030000e-04,1.34,0.05,0.30,1.036,0.024,-0.023,0.986,0.066,-0.068
8395660,116.02,CANDIDATE,43.844397210,9.6130000e-05,-9.6130000e-05,2.93,0.07,0.35,1.036,0.024,-0.023,0.986,0.066,-0.068
8397947,4772.01,CANDIDATE,3.380805370,3.2320000e-05,-3.2320000e-05,1.78,0.13,0.11,1.259,0.032,-0.051,1.139,0.087,-0.081
8397947,4772.02,CANDIDATE,9.019471400,4.3340000e-04,-4.3340000e-04,1.76,0.20,0.14,1.259,0.032,-0.051,1.139,0.087,-0.081
8410727,1148.01,CANDIDATE,11.476090150,5.0830000e-05,-5.0830000e-05,1.81,0.38,0.15,1.237,0.027,-0.027,1.220,0.046,-0.063
8410727,1148.02,CANDIDATE,25.263046700,3.3120000e-04,-3.3120000e-04,1.50,0.29,0.14,1.237,0.027,-0.027,1.220,0.046,-0.063
8463346,2529.01,CANDIDATE,16.797162620,9.5490000e-05,-9.5490000e-05,2.66,0.17,0.55,0.674,0.019,-0.019,0.690,0.030,-0.028
8463346,2529.02,CANDIDATE,64.001966900,6.2150000e-04,-6.2150000e-04,2.40,0.51,0.24,0.674,0.019,-0.019,0.690,0.030,-0.028
8478994,245.03,CANDIDATE,13.366930900,3.5990000e-04,-3.5990000e-04,0.28,0.03,0.02,0.800,0.014,-0.014,0.770,0.047,-0.036
8478994,245.02,CANDIDATE,21.301818630,7.7990000e-05,-7.7990000e-05,0.74,0.03,0.02,0.800,0.014,-0.014,0.770,0.047,-0.036
8478994,245.01,CANDIDATE,39.792200770,3.0070000e-05,-3.0070000e-05,1.95,0.05,0.03,0.800,0.014,-0.014,0.770,0.047,-0.036
8480285,691.02,CANDIDATE,16.225497500,1.3350000e-04,-1.3350000e-04,1.60,0.07,0.07,1.448,0.040,-0.039,1.064,0.084,-0.075
8480285,691.01,CANDIDATE,29.666316690,5.9890000e-05,-5.9890000e-05,3.74,0.12,0.11,1.448,0.040,-0.039,1.064,0.084,-0.075
8490993,911.01,CANDIDATE,4.093578461,8.9550000e-06,-8.9550000e-06,2.77,0.12,0.47,0.970,0.040,-0.038,0.977,0.055,-0.067
8490993,911.02,CANDIDATE,105.145959000,1.9970000e-03,-1.9970000e-03,3.32,0.14,0.88,0.970,0.040,-0.038,0.977,0.055,-0.067
8494142,370.02,CANDIDATE,22.950622780,9.9270000e-05,-9.9270000e-05,2.26,0.27,0.18,1.832,0.045,-0.044,1.401,0.065,-0.061
8494142,370.01,CANDIDATE,42.882479510,8.0660000e-05,-8.0660000e-05,3.76,0.36,0.10,1.832,0.045,-0.044,1.401,0.065,-0.061
8505670,912.02,CANDIDATE,6.668332410,3.4490000e-05,-3.4490000e-05,1.30,0.50,0.11,0.651,0.012,-0.012,0.662,0.024,-0.022
8505670,912.01,CANDIDATE,10.848451800,1.6310000e-05,-1.6310000e-05,2.58,0.09,0.07,0.651,0.012,-0.012,0.662,0.024,-0.022
8557374,692.01,CANDIDATE,2.462344253,4.0960000e-06,-4.0960000e-06,1.44,0.06,0.04,1.087,0.024,-0.023,1.048,0.064,-0.070
8557374,692.02,CANDIDATE,4.822969318,5.5060000e-06,-5.5060000e-06,2.39,0.15,0.37,1.087,0.024,-0.023,1.048,0.064,-0.070
8558011,577.02,CANDIDATE,0.638162933,1.9220000e-06,-1.9220000e-06,0.85,0.05,0.04,0.828,0.017,-0.017,0.837,0.048,-0.052
8558011,577.01,CANDIDATE,39.676607100,2.4460000e-04,-2.4460000e-04,2.14,0.42,0.14,0.828,0.017,-0.017,0.837,0.048,-0.052
8559644,139.02,CANDIDATE,3.341799486,4.9540000e-06,-4.9540000e-06,1.50,0.25,0.04,1.112,0.023,-0.021,1.128,0.044,-0.060
8559644,139.01,CANDIDATE,224.778935500,2.5690000e-04,-2.5690000e-04,6.91,0.16,0.17,1.112,0.023,-0.021,1.128,0.044,-0.060
8561063,961.02,CANDIDATE,0.453287416,1.0200000e-07,-1.0200000e-07,0.88,0.02,0.11,0.173,0.005,-0.005,0.144,0.004,-0.004
8561063,961.01,CANDIDATE,1.213770423,3.2700000e-07,-3.2700000e-07,0.91,0.03,0.12,0.173,0.005,-0.005,0.144,0.004,-0.004
8561063,961.03,CANDIDATE,1.865114193,1.0050000e-06,-1.0050000e-06,0.77,0.02,0.09,0.173,0.005,-0.005,0.144,0.004,-0.004
8564587,1270.01,CANDIDATE,5.729317577,4.5290000e-06,-4.5290000e-06,2.53,0.36,0.13,0.826,0.019,-0.018,0.859,0.040,-0.049
8564587,1270.02,CANDIDATE,11.609085330,2.5100000e-05,-2.5100000e-05,1.79,0.09,0.05,0.826,0.019,-0.018,0.859,0.040,-0.049
8564674,2022.01,CANDIDATE,5.929722370,6.9850000e-05,-6.9850000e-05,1.99,0.19,0.14,0.992,0.027,-0.026,1.037,0.041,-0.053
8564674,2022.02,CANDIDATE,12.247612100,2.3090000e-04,-2.3090000e-04,1.97,0.22,0.18,0.992,0.027,-0.026,1.037,0.041,-0.053
8581240,3111.02,CANDIDATE,4.328483030,4.0920000e-05,-4.0920000e-05,0.65,0.04,0.04,1.074,0.022,-0.020,1.076,0.045,-0.061
8581240,3111.01,CANDIDATE,10.768000740,8.2530000e-05,-8.2530000e-05,0.90,0.02,0.08,1.074,0.022,-0.020,1.076,0.045,-0.061
8590149,6182.01,CANDIDATE,19.240582100,7.9350000e-04,-7.9350000e-04,1.14,0.13,0.07,0.813,0.023,-0.022,0.835,0.042,-0.050
8590149,6182.02,CANDIDATE,28.684308000,1.3290000e-03,-1.3290000e-03,1.34,0.13,0.13,0.813,0.023,-0.022,0.835,0.042,-0.050
8609450,1278.03,CANDIDATE,9.220769100,1.3960000e-04,-1.3960000e-04,1.31,0.08,0.10,1.121,0.048,-0.046,0.963,0.072,-0.068
8609450,1278.04,CANDIDATE,13.639664800,2.3040000e-04,-2.3040000e-04,1.42,0.10,0.09,1.121,0.048,-0.046,0.963,0.072,-0.068
8609450,1278.01,CANDIDATE,24.805677500,1.0330000e-04,-1.0330000e-04,2.78,0.14,0.13,1.121,0.048,-0.046,0.963,0.072,-0.068
8609450,1278.02,CANDIDATE,44.347193600,1.7230000e-04,-1.7230000e-04,3.15,0.15,0.15,1.121,0.048,-0.046,0.963,0.072,-0.068
8611832,2414.01,CANDIDATE,22.596825600,2.2420000e-04,-2.2420000e-04,1.89,0.10,0.07,1.603,0.038,-0.037,0.960,0.066,-0.056
8611832,2414.02,CANDIDATE,45.348638100,4.0070000e-04,-4.0070000e-04,2.34,0.36,0.33,1.603,0.038,-0.037,0.960,0.066,-0.056
8612275,2111.01,CANDIDATE,3.289726319,8.6260000e-06,-8.6260000e-06,1.40,0.07,0.05,0.928,0.024,-0.023,0.952,0.049,-0.058
8612275,2111.02,CANDIDATE,7.186445940,1.9330000e-05,-1.9330000e-05,2.24,0.06,0.38,0.928,0.024,-0.023,0.952,0.049,-0.058
8613535,2263.02,CANDIDATE,9.478508180,5.2660000e-05,-5.2660000e-05,2.31,0.12,0.10,1.696,0.063,-0.064,1.223,0.074,-0.110
8613535,2263.03,CANDIDATE,15.594375800,2.8460000e-04,-2.8460000e-04,1.70,0.09,0.13,1.696,0.063,-0.064,1.223,0.074,-0.110
8613535,2263.01,CANDIDATE,29.968591700,1.7410000e-04,-1.7410000e-04,3.01,0.14,0.14,1.696,0.063,-0.064,1.223,0.074,-0.110
8616637,579.01,CANDIDATE,2.019997006,2.7580000e-06,-2.7580000e-06,1.43,0.28,0.05,0.773,0.013,-0.013,0.795,0.037,-0.044
8616637,579.02,CANDIDATE,3.763041531,6.0120000e-06,-6.0120000e-06,1.60,0.16,0.17,0.773,0.013,-0.013,0.795,0.037,-0.044
8628758,1279.02,CANDIDATE,9.651883310,5.8980000e-05,-5.8980000e-05,1.05,0.06,0.04,1.041,0.025,-0.024,0.986,0.067,-0.070
8628758,1279.01,CANDIDATE,14.374575720,3.3110000e-05,-3.3110000e-05,1.89,0.07,0.05,1.041,0.025,-0.024,0.986,0.067,-0.070
8630788,1258.02,CANDIDATE,14.646130580,7.9590000e-05,-7.9590000e-05,3.20,0.66,0.23,1.273,0.084,-0.080,0.953,0.075,-0.069
8630788,1258.01,CANDIDATE,36.337504530,7.2620000e-05,-7.2620000e-05,7.63,0.51,0.55,1.273,0.084,-0.080,0.953,0.075,-0.069
8630788,1258.03,CANDIDATE,148.272013000,8.2540000e-04,-8.2540000e-04,6.19,1.26,1.07,1.273,0.084,-0.080,0.953,0.075,-0.069
8644288,137.03,CANDIDATE,3.504691252,3.0910000e-06,-3.0910000e-06,1.76,0.17,0.15,0.915,0.017,-0.016,0.976,0.034,-0.049
8644288,137.01,CANDIDATE,7.641567589,1.7690000e-06,-1.7690000e-06,4.26,0.08,0.08,0.915,0.017,-0.016,0.976,0.034,-0.049
8644288,137.02,CANDIDATE,14.858908520,3.8080000e-06,-3.8080000e-06,5.16,0.09,0.11,0.915,0.017,-0.016,0.976,0.034,-0.049
8644365,3384.01,CANDIDATE,10.548413290,5.4670000e-05,-5.4670000e-05,4.39,2.76,3.22,1.232,0.028,-0.025,1.170,0.062,-0.069
8644365,3384.02,CANDIDATE,19.915886300,1.2050000e-04,-1.2050000e-04,1.60,0.32,0.13,1.232,0.028,-0.025,1.170,0.062,-0.069
8678594,1261.02,CANDIDATE,15.194233590,8.3430000e-05,-8.3430000e-05,2.81,0.38,0.54,1.213,0.057,-0.054,1.035,0.074,-0.072
8678594,1261.01,CANDIDATE,133.460999000,2.5710000e-04,-2.5710000e-04,8.54,0.40,0.39,1.213,0.057,-0.054,1.035,0.074,-0.072
8680979,1891.02,CANDIDATE,8.259803520,4.6860000e-05,-4.6860000e-05,1.33,0.08,0.05,0.798,0.019,-0.019,0.828,0.039,-0.045
8680979,1891.01,CANDIDATE,15.955419130,5.0980000e-05,-5.0980000e-05,2.16,0.07,0.10,0.798,0.019,-0.019,0.828,0.039,-0.045
8689373,921.03,CANDIDATE,3.784028670,1.0760000e-05,-1.0760000e-05,1.78,0.31,0.15,0.809,0.025,-0.024,0.804,0.046,-0.041
8689373,921.01,CANDIDATE,10.281945930,1.8840000e-05,-1.8840000e-05,2.64,0.11,0.09,0.809,0.025,-0.024,0.804,0.046,-0.041
8689373,921.02,CANDIDATE,18.119930390,3.7010000e-05,-3.7010000e-05,3.08,0.12,0.11,0.809,0.025,-0.024,0.804,0.046,-0.041
8692861,172.01,CANDIDATE,13.722368200,1.8220000e-05,-1.8220000e-05,2.80,0.09,0.07,1.182,0.029,-0.028,0.955,0.070,-0.066
8692861,172.02,CANDIDATE,242.467406000,2.6000000e-03,-2.6000000e-03,2.17,0.10,0.08,1.182,0.029,-0.028,0.955,0.070,-0.066
8709688,3019.02,CANDIDATE,2.012094000,1.9450000e-05,-1.9450000e-05,0.98,0.07,0.09,1.151,0.037,-0.033,1.135,0.057,-0.068
8709688,3019.01,CANDIDATE,4.179390370,2.8770000e-05,-2.8770000e-05,1.51,0.10,0.07,1.151,0.037,-0.033,1.135,0.057,-0.068
8733898,2842.01,CANDIDATE,1.565412613,1.6010000e-06,-1.6010000e-06,1.15,0.06,0.03,0.216,0.005,-0.005,0.185,0.005,-0.005
8733898,2842.03,CANDIDATE,3.036208739,7.2430000e-06,-7.2430000e-06,0.93,0.05,0.03,0.216,0.005,-0.005,0.185,0.005,-0.005
8733898,2842.02,CANDIDATE,5.148923460,1.2470000e-05,-1.2470000e-05,1.14,0.23,0.09,0.216,0.005,-0.005,0.185,0.005,-0.005
8738735,693.02,CANDIDATE,15.660576880,3.8260000e-05,-3.8260000e-05,3.15,0.11,0.10,1.609,0.046,-0.046,1.207,0.063,-0.096
8738735,693.01,CANDIDATE,28.779644600,1.6920000e-04,-1.6920000e-04,3.00,0.14,0.42,1.609,0.046,-0.046,1.207,0.063,-0.096
8753657,321.01,CANDIDATE,2.426304127,2.3980000e-06,-2.3980000e-06,1.57,0.14,0.11,1.082,0.023,-0.023,0.978,0.058,-0.058
8753657,321.02,CANDIDATE,4.623344910,1.6910000e-05,-1.6910000e-05,0.86,0.03,0.04,1.082,0.023,-0.023,0.978,0.058,-0.058
8753896,2473.01,CANDIDATE,3.244175410,1.5620000e-05,-1.5620000e-05,1.49,0.43,0.17,0.706,0.021,-0.020,0.755,0.028,-0.032
8753896,2473.03,CANDIDATE,14.512362200,2.8400000e-04,-2.8400000e-04,1.68,0.24,0.42,0.706,0.021,-0.020,0.755,0.028,-0.032
8760040,2963.02,CANDIDATE,7.351012870,5.5700000e-05,-5.5700000e-05,1.24,0.04,0.13,1.104,0.032,-0.031,1.088,0.054,-0.066
8760040,2963.01,CANDIDATE,18.220602400,1.3240000e-04,-1.3240000e-04,1.56,0.08,0.07,1.104,0.032,-0.031,1.088,0.054,-0.066
8773015,4301.02,CANDIDATE,6.319159990,5.4980000e-05,-5.4980000e-05,0.72,0.02,0.08,1.172,0.025,-0.025,0.941,0.069,-0.065
8773015,4301.01,CANDIDATE,15.604841000,1.3340000e-04,-1.3340000e-04,1.08,0.21,0.08,1.172,0.025,-0.025,0.941,0.069,-0.065
8780959,3741.03,CANDIDATE,5.111754700,4.8040000e-05,-4.8040000e-05,3.09,0.09,0.74,1.478,0.035,-0.036,1.352,0.064,-0.051
8780959,3741.04,CANDIDATE,9.631025800,1.2570000e-04,-1.2570000e-04,3.18,0.08,0.70,1.478,0.035,-0.036,1.352,0.064,-0.051
8780959,3741.02,CANDIDATE,18.577903000,3.2330000e-03,-3.2330000e-03,1.49,0.10,0.21,1.478,0.035,-0.036,1.352,0.064,-0.051
8804283,1276.02,CANDIDATE,13.260797920,9.7950000e-05,-9.7950000e-05,1.35,0.08,0.06,0.971,0.027,-0.026,0.962,0.059,-0.063
8804283,1276.01,CANDIDATE,22.790203510,6.8780000e-05,-6.8780000e-05,2.37,0.10,0.07,0.971,0.027,-0.026,0.962,0.059,-0.063
8804845,2039.02,CANDIDATE,0.762132307,3.7990000e-06,-3.7990000e-06,0.75,0.08,0.04,0.927,0.022,-0.021,0.971,0.042,-0.054
8804845,2039.01,CANDIDATE,5.425869010,1.7670000e-05,-1.7670000e-05,1.47,0.07,0.05,0.927,0.022,-0.021,0.971,0.042,-0.054
8806123,523.02,CANDIDATE,36.856775800,1.6220000e-04,-1.6220000e-04,3.57,0.19,0.15,1.351,0.052,-0.050,0.974,0.077,-0.066
8806123,523.01,CANDIDATE,49.411211270,6.2730000e-05,-6.2730000e-05,9.01,0.36,0.37,1.351,0.052,-0.050,0.974,0.077,-0.066
8822216,581.01,CANDIDATE,6.996926239,6.3350000e-06,-6.3350000e-06,3.15,0.11,0.10,0.878,0.027,-0.026,0.920,0.041,-0.054
8822216,581.02,CANDIDATE,151.863949000,1.3870000e-03,-1.3870000e-03,2.37,0.13,0.09,0.878,0.027,-0.026,0.920,0.041,-0.054
8827575,3052.01,CANDIDATE,10.129562010,9.9480000e-05,-9.9480000e-05,1.02,0.04,0.09,1.100,0.024,-0.023,0.918,0.071,-0.063
8827575,3052.02,CANDIDATE,15.611223800,1.2750000e-04,-1.2750000e-04,1.18,0.04,0.09,1.100,0.024,-0.023,0.918,0.071,-0.063
8874090,1404.01,CANDIDATE,13.323893520,4.7150000e-05,-4.7150000e-05,1.86,0.09,0.06,0.664,0.019,-0.018,0.670,0.028,-0.023
8874090,1404.02,CANDIDATE,18.906092100,2.3610000e-04,-2.3610000e-04,1.29,0.11,0.06,0.664,0.019,-0.018,0.670,0.028,-0.023
8883329,2595.01,CANDIDATE,9.182442990,6.7030000e-05,-6.7030000e-05,1.41,0.06,0.07,1.501,0.036,-0.036,1.329,0.063,-0.053
8883329,2595.02,CANDIDATE,14.613478100,1.5560000e-04,-1.5560000e-04,1.28,0.06,0.07,1.501,0.036,-0.036,1.329,0.063,-0.053
